Id_Pelicula;Titulo_original;Fecha_estreno;Descripcion;Cartel_path;Genero_Pelicula
179;Justice League;15/11/2017;Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.;/eifGNCSDuxJeS1loAXil5bIGgvC.jpg;Action, Adventure, Science Fiction
180;The Hobbit: The Desolation of Smaug;11/12/2013;The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.;/70Ux6sHFIqu0bVFp8xzBZCOQFXM.jpg;Fantasy, Adventure, Action
181;Once Upon a Timeâ€¦ in Hollywood;24/07/2019;Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanskiâ€¦;/8j58iEBw9pOXFD2L0nt0ZXeHviB.jpg;Comedy, Drama, Thriller
182;Life Is Beautiful;20/12/1997;A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.;/mfnkSeeVOBVheuyn2lo4tfmOPQb.jpg;Comedy, Drama
183;X-Men: Apocalypse;18/05/2016;After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.;/2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg;Action, Adventure, Science Fiction, Fantasy
184;Birdman or (The Unexpected Virtue of Ignorance);17/10/2014;A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.;/rHUg2AuIuLSIYMYFgavVwqt1jtc.jpg;Drama, Comedy
185;Divergent;14/03/2014;In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.;/aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg;Action, Adventure, Science Fiction
186;American Sniper;25/12/2014;U.S. Navy SEAL Chris Kyle takes his sole missionâ€”protect his comradesâ€”to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.;/i1U46OwMc6vlm7OoSUKfqUH615e.jpg;War, Action
187;How to Train Your Dragon;18/03/2010;As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast â€“ which he names Toothless â€“ much to the chagrin of his warrior father.;/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg;Fantasy, Adventure, Animation, Family
188;Incredibles 2;14/06/2018;Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet â€“ taking care of the problems of his three children.;/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg;Action, Adventure, Animation, Family
189;Edward Scissorhands;07/12/1990;A small suburban town receives a visit from a castaway unfinished science experiment named Edward.;/1RFIbuW9Z3eN9Oxw2KaQG5DfLmD.jpg;Fantasy, Drama, Romance
190;John Wick: Chapter 2;08/02/2017;John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassinsâ€™ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the worldâ€™s most dangerous killers.;/hXWBc0ioZP3cN4zCu6SN3YHXZVO.jpg;Action, Thriller, Crime
191;X-Men: First Class;01/06/2011;Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.;/vUvlOY575rztBuJV3a0dbHW5MQR.jpg;Action, Science Fiction, Adventure
192;A Clockwork Orange;19/12/1971;In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?;/4sHeTAp65WrSSuc05nRBKddhBxO.jpg;Science Fiction, Drama
193;The Curious Case of Benjamin Button;25/12/2008;Born under unusual circumstances, Benjamin Button springs into being as an elderly man in a New Orleans nursing home and ages in reverse. Twelve years after his birth, he meets Daisy, a child who flits in and out of his life as she grows up to be a dancer. Though he has all sorts of unusual adventures over the course of his life, it is his relationship with Daisy, and the hope that they will come together at the right time, that drives Benjamin forward.;/26wEWZYt6yJkwRVkjcbwJEFh9IS.jpg;Drama, Fantasy, Romance
194;The Terminator;26/10/1984;"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?";/hzXSE66v6KthZ8nPoLZmsi2G05j.jpg;Action, Thriller, Science Fiction
195;Back to the Future Part II;22/11/1989;Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.;/hQq8xZe5uLjFzSBt4LanNP7SQjl.jpg;Adventure, Comedy, Science Fiction
196;Terminator 2: Judgment Day;03/07/1991;Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.;/5M0j0B18abtBI5gi2RhfjjurTqb.jpg;Action, Thriller, Science Fiction
197;GoodFellas;12/09/1990;The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.;/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg;Drama, Crime
198;Drive;15/09/2011;Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.;/602vevIURmpDfzbnv5Ubi6wIkQm.jpg;Drama, Thriller, Crime
199;Pacific Rim;11/07/2013;Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.;/8wo4eN8dWKaKlxhSvBz19uvj8gA.jpg;Action, Science Fiction, Adventure
200;The Hunger Games: Mockingjay - Part 2;18/11/2015;With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends â€“ including Gale, Finnick, and Peeta â€“ Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.;/lImKHDfExAulp16grYm8zD5eONE.jpg;Action, Adventure, Science Fiction
201;Wreck-It Ralph;01/11/2012;Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.;/zWoIgZ7mgmPkaZjG0102BSKFIqQ.jpg;Family, Animation, Comedy, Adventure
202;Donnie Darko;24/10/2001;After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.;/j73zf3TjWR9j8pHLndaHWh0YWvN.jpg;Fantasy, Drama, Mystery
203;Ted;29/06/2012;John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.;/1QVZXQQHCEIj8lyUhdBYd2qOYtq.jpg;Comedy, Fantasy
204;The Great Gatsby;09/05/2013;An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.;/nimh1rrDDLhgpG8XAYoUZXHYwb6.jpg;Drama, Romance
205;Moana;13/10/2016;In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.;/vNJFiwtsl7Twww7C0uM4qPnygNw.jpg;Adventure, Comedy, Family, Animation
206;The Shape of Water;01/12/2017;An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.;/9zfwPffUXpBrEP26yp0q1ckXDcj.jpg;Drama, Fantasy, Romance
207;Raiders of the Lost Ark;12/06/1981;When Dr. Indiana Jones â€“ the tweed-suited professor who just happens to be a celebrated archaeologist â€“ is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.;/ceG9VzoRAVGwivFU403Wc3AHRys.jpg;Adventure, Action
208;Zombieland;07/10/2009;Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.;/dUkAmAyPVqubSBNRjRqCgHggZcK.jpg;Comedy, Horror
209;Finding Dory;16/06/2016;Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?;/3UVe8NL1E2ZdUZ9EDlKGJY5UzE.jpg;Adventure, Animation, Comedy, Family
210;Me Before You;01/06/2016;A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.;/Ia3dzj5LnCj1ZBdlVeJrbKJQxG.jpg;Drama, Romance
211;1917;25/12/2019;At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.;/iZf0KyrE25z1sage4SYFLCCrMi9.jpg;War, History, Thriller
212;Call Me by Your Name;01/09/2017;In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.;/mZ4gBdfkhP9tvLH1DO4m4HYtiyi.jpg;Romance, Drama
213;Silver Linings Playbook;16/11/2012;After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.;/y7iOVneBvITlBdhy6tVqXVOa1Js.jpg;Drama, Comedy, Romance
214;Shrek 2;19/05/2004;Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.;/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg;Animation, Family, Comedy, Fantasy, Adventure
215;2012;10/10/2009;"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.";/zaqam2RNscH5ooYFWInV6hjx6y5.jpg;Action, Adventure, Science Fiction
216;The Godfather Part II;20/12/1974;In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.;/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg;Drama, Crime
217;American Beauty;15/09/1999;Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.;/wby9315QzVKdW9BonAefg8jGTTb.jpg;Drama
218;Prometheus;30/05/2012;A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.;/m7nZCtHJyDLncBUarfM5h5mrppx.jpg;Science Fiction, Adventure, Mystery
219;The Social Network;01/10/2010;The tale of a new breed of cultural insurgent: a punk genius who sparked a revolution and changed the face of human interaction for a generation, and perhaps forever.;/n0ybibhJtQ5icDqTp8eRytcIHJx.jpg;Drama
220;Pirates of the Caribbean: Dead Men Tell No Tales;23/05/2017;Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.;/qwoGfcg6YUS55nUweKGujHE54Wy.jpg;Adventure, Action, Fantasy
221;Knives Out;27/11/2019;When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.;/pThyQovXQrw2m0s9x82twj48Jq4.jpg;Comedy, Crime, Mystery
222;Good Will Hunting;05/12/1997;Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.;/bABCBKYBK7A5G1x0FzoeoNfuj2.jpg;Drama
223;Fifty Shades of Grey;11/02/2015;When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.;/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg;Drama, Romance, Thriller
224;The Devil Wears Prada;29/06/2006;Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.;/u6QBDGUCOEMRekna95ip2MxplbQ.jpg;Comedy, Drama, Romance
225;Taxi Driver;09/02/1976;A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.;/ekstpH614fwDX8DUln1a2Opz0N8.jpg;Crime, Drama
226;A Star Is Born;03/10/2018;Seasoned musician Jackson Maine discovers â€” and falls in love with â€” struggling artist Ally. She has just about given up on her dream to make it big as a singer â€” until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.;/wrFpXMNBRj2PBiN4Z5kix51XaIZ.jpg;Music, Drama, Romance
227;Fury;15/10/2014;In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.;/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg;War, Drama, Action
228;The Incredible Hulk;12/06/2008;Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.;/gKzYx79y0AQTL4UAk1cBQJ3nvrm.jpg;Science Fiction, Action, Adventure
229;Kick-Ass;22/03/2010;Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.;/8citjdBmjddZjlPsAHEyCKwGVvD.jpg;Action, Crime
230;I, Robot;15/07/2004;In 2035, where robots are commonplace and abide by the three laws of robotics, a technophobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.;/dlb6JKYv25rJSk2n2hwhOeJ7Dk.jpg;Action, Science Fiction
231;No Country for Old Men;13/06/2007;Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.;/bj1v6YKF8yHqA489VFfnQvOJpnc.jpg;Crime, Drama, Thriller
232;Rise of the Planet of the Apes;03/08/2011;A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him.;/cjLsuP75UDlRdJVMXzXg3TJ4umX.jpg;Thriller, Action, Drama, Science Fiction
233;Ocean's Eleven;07/12/2001;Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.;/hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg;Thriller, Crime
234;The Sixth Sense;06/08/1999;Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.;/4AfSDjjCy6T5LA1TMz0Lh2HlpRh.jpg;Mystery, Thriller, Drama
235;AmÃ©lie;25/04/2001;At a tiny Parisian cafÃ©, the adorable yet painfully shy AmÃ©lie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?;/nSxDa3M9aMvGVLoItzWTepQ5h5d.jpg;Comedy, Romance
236;Scarface;09/12/1983;After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.;/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg;Action, Crime, Drama
237;Prisoners;19/09/2013;Keller Dover faces a parent's worst nightmare when his 6-year-old daughter, Anna, and her friend go missing. The only lead is an old motorhome that had been parked on their street. The head of the investigation, Detective Loki, arrests the driver, but a lack of evidence forces Loki to release his only suspect. Dover, knowing that his daughter's life is at stake, decides that he has no choice but to take matters into his own hands.;/tuZhZ6biFMr5n9YSVuHOJnNL1uU.jpg;Drama, Thriller, Crime
238;American History X;01/07/1998;Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.;/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg;Drama
239;The Conjuring;18/07/2013;Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.;/wVYREutTvI2tmxr6ujrHT704wGF.jpg;Horror, Thriller
240;The Fault in Our Stars;16/05/2014;Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.;/ep7dF4QR4Mm39LI958V0XbwE0hK.jpg;Romance, Drama
241;The Notebook;25/06/2004;An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.;/rNzQyW4f8B8cQeg7Dgj3n6eT5k9.jpg;Romance, Drama
242;12 Years a Slave;18/10/2013;In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomonâ€™s chance meeting with a Canadian abolitionist will forever alter his life.;/xdANQijuNrJaw1HA61rDccME4Tm.jpg;Drama, History
243;2001: A Space Odyssey;02/04/1968;Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.;/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg;Science Fiction, Mystery, Adventure
244;In Time;27/10/2011;In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.;/3Mwj2sIONQckOZP3YwsUXF7U5I4.jpg;Action, Thriller, Science Fiction
245;Aladdin;25/11/1992;Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street urchin Aladdin. The couple falls in love, although Jasmine may only marry a prince. After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.;/fhyun1mja3WwQsYr1a3x1x9BttP.jpg;Animation, Family, Adventure, Fantasy, Romance
246;Green Book;16/11/2018;Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.;/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg;Drama, Comedy
247;Tangled;24/11/2010;When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.;/ym7Kst6a4uodryxqbGOxmewF235.jpg;Animation, Family
248;Cast Away;22/12/2000;Chuck Nolan, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.;/7lLJgKnAicAcR5UEuo8xhSMj18w.jpg;Adventure, Drama
249;X-Men;13/07/2000;Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.;/bRDAc4GogyS9ci3ow7UnInOcriN.jpg;Adventure, Action, Science Fiction
250;Despicable Me 2;26/06/2013;Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.;/5Fh4NdoEnCjCK9wLjdJ9DJNFl2b.jpg;Animation, Comedy, Family
251;Kung Fu Panda;04/06/2008;"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.";/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg;Action, Adventure, Animation, Family, Comedy
252;Transformers;27/06/2007;Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots â€“ the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.;/phAFhKOEhOGLIuH0brr5EenAckY.jpg;Adventure, Science Fiction, Action
253;E.T. the Extra-Terrestrial;11/06/1982;An alien is left behind on Earth and saved by the 10-year-old Elliot who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliot, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.;/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg;Science Fiction, Adventure, Family, Fantasy
254;Taken;18/02/2008;While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.;/y5Va1WXDX6nZElVirPrGxf6w99B.jpg;Action, Thriller
255;Jurassic World: Fallen Kingdom;22/06/2018;Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.;/2CQ53CuWD1KdlOkEWhJcEVjqKn4.jpg;Action, Adventure, Science Fiction, Thriller
256;The Big Lebowski;06/03/1998;Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.;/3bv6WAp6BSxxYvB5ozKFUYuRA8C.jpg;Comedy, Crime
257;Dawn of the Planet of the Apes;26/06/2014;A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.;/kScdQEwS9jPEdnO23XjGAtaoRcT.jpg;Science Fiction, Action, Drama, Thriller
258;Dead Poets Society;02/06/1989;At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.;/ai40gM7SUaGA6fthvsd87o8IQq4.jpg;Drama
259;Your Name.;26/08/2016;High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Takiâ€™s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.;/q719jXXEzOoYaps6babgKnONONX.jpg;Romance, Animation, Drama
260;Fantastic Beasts: The Crimes of Grindelwald;14/11/2018;Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his causeâ€”elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.;/fMMrl8fD9gRCFJvsx0SuFwkEOop.jpg;Fantasy, Adventure, Family
261;Die Hard;15/07/1988;NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.;/yFihWxQcmqcaBR31QM6Y8gT6aYV.jpg;Action, Thriller
