Id_Pelicula;Titulo_original;Fecha_estreno;Descripcion;Cartel_path;Genero_Pelicula
83;Thor: The Dark World;30/10/2013;Thor fights to restore order across the cosmosâ€¦ but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.;/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg;Action, Adventure, Fantasy
84;The Amazing Spider-Man;23/06/2012;Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance â€“ leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.;/jIfkQNARYyERqRAq1p1c8xgePp4.jpg;Action, Adventure, Fantasy
85;Split;19/01/2017;Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him â€” as well as everyone around him â€” as the walls between his compartments shatter apart.;/lli31lYTFpvxVBeFHWoe5PMfW5s.jpg;Horror, Thriller
86;Deadpool 2;10/05/2018;Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.;/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg;Action, Comedy, Adventure
87;The Shining;23/05/1980;Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.;/xazWoLealQwEgqZ89MLZklLZD3k.jpg;Horror, Thriller
88;Kill Bill: Vol. 1;10/10/2003;An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle â€“ but she lives to plot her vengeance.;/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg;Action, Crime
89;The Hunger Games: Catching Fire;15/11/2013;"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.";/vrQHDXjVmbYzadOXQ0UaObunoy2.jpg;Adventure, Action, Science Fiction
90;The Intouchables;02/11/2011;A true story of two men who should never have met â€“ a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.;/323BP0itpxTsO0skTwdnVmf7YC9.jpg;Drama, Comedy
91;Get Out;24/02/2017;Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.;/mE24wUCfjK8AoBBjaMjho7Rczr7.jpg;Mystery, Thriller, Horror
92;The Imitation Game;14/11/2014;Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.;/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg;History, Drama, Thriller, War
93;Bohemian Rhapsody;24/10/2018;Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet â€“ finding a way to keep the band together amid the success and excess.;/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg;Music, Drama, History
94;The Green Mile;10/12/1999;A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.;/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg;Fantasy, Drama, Crime
95;The Maze Runner;10/09/2014;Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow â€œrunnersâ€ for a shot at escape.;/ode14q7WtDugFDp78fo9lCsmay9.jpg;Action, Mystery, Science Fiction, Thriller
96;The Hangover;02/06/2009;When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug â€“ who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.;/uluhlXubGu1VxU63X9VHCLWDAYP.jpg;Comedy
97;The Empire Strikes Back;20/05/1980;The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.;/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg;Adventure, Action, Science Fiction
98;Shrek;18/05/2001;It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.;/dyhaB19AICF7TO7CK2aD6KfymnQ.jpg;Animation, Comedy, Fantasy, Adventure, Family
99;Ratatouille;28/06/2007;Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.;/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg;Animation, Comedy, Family, Fantasy
100;Kingsman: The Secret Service;13/12/2014;The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.;/ay7xwXn1G9fzX9TUBlkGA584rGi.jpg;Crime, Comedy, Action, Adventure
101;La La Land;29/11/2016;Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.;/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg;Comedy, Drama, Romance, Music
102;Frozen;20/11/2013;Young princess Anna of Arendelle dreams about finding true love at her sister Elsaâ€™s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.;/kgwjIb2JDHRhNk13lmSxiClFjVk.jpg;Animation, Family, Adventure, Fantasy
103;Dunkirk;19/07/2017;The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.;/b4Oe15CGLL61Ped0RAS9JpqdmCt.jpg;War, Action, Drama
104;Zootopia;11/02/2016;Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.;/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg;Animation, Adventure, Family, Comedy
105;Lucy;25/07/2014;A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.;/dhjyfcwEoW6jJ4Q7DpZTp6E58GA.jpg;Action, Science Fiction
106;Jurassic Park;11/06/1993;A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.;/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg;Adventure, Science Fiction
107;The Silence of the Lambs;14/02/1991;Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.;/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg;Crime, Drama, Thriller
108;Spirited Away;20/07/2001;A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.;/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg;Animation, Family, Fantasy
109;Beauty and the Beast;16/03/2017;A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.;/hKegSKIDep2ewJWPUQD7u0KqFIp.jpg;Family, Fantasy, Romance
110;Pirates of the Caribbean: Dead Man's Chest;06/07/2006;Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.;/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg;Adventure, Fantasy, Action
111;Big Hero 6;24/10/2014;A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.;/2mxS4wUimwlLmI1xp6QW6NSU361.jpg;Adventure, Family, Animation, Action, Comedy
112;Now You See Me;29/05/2013;An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.;/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg;Thriller, Crime
113;The Hunger Games: Mockingjay - Part 1;19/11/2014;Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.;/4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg;Science Fiction, Adventure, Thriller
114;Venom;28/09/2018;Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.;/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg;Science Fiction, Action
115;The Prestige;19/10/2006;A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.;/Ag2B2KHKQPukjH7WutmgnnSNurZ.jpg;Drama, Mystery, Science Fiction
116;I Am Legend;12/12/2007;Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.;/iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg;Drama, Science Fiction, Thriller
